ticker,source,title,description,published_at,url,full_text,cleaned_text,analysis_text,pos,neg,neu,compound,sentiment
AAPL,Geeky Gadgets,"Google Pixel 11 Pro XL: Release Date, MediaTek 5G Details, and New AI Features","The Google Pixel 11 Pro XL is poised to make a significant impact in the competitive smartphone market. By focusing on core enhancements such as security, processing power, and efficiency, Google aims to deliver a device that meets the evolving needs of moder…",2026-02-22,https://www.geeky-gadgets.com/google-pixel-11-pro-xl-leaks-3/,"Google Pixel 11 Pro XL: Release Date, MediaTek 5G Details, and New AI Features The Google Pixel 11 Pro XL is poised to make a significant impact in the competitive smartphone market. By focusing on core enhancements such as security, processing power, and efficiency, Google aims to deliver a device that meets the evolving needs of moder…",google pixel 11 pro xl release date mediatek 5g details and new ai features the google pixel 11 pro xl is poised to make a significant impact in the competitive smartphone market by focusing on core enhancements such as security processing power and efficiency google aims to deliver a device that meets the evolving needs of moder,google pixel 11 pro xl release date mediatek 5g details new ai features google pixel 11 pro xl poised make significant impact competitive smartphone market focusing core enhancements security processing power efficiency google aims deliver device meets evolving needs moder,0.167,0.0,0.833,0.8126,Positive
AAPL,Android Authority,Samsung and Apple are putting the variable aperture on the wrong camera,"We've heard rumors that Samsung and Apple could offer variable aperture main cameras, but I'd like to see this tech on a different camera.",2026-02-22,https://www.androidauthority.com/samsung-apple-variable-aperture-wrong-camera-3640280/,"Samsung and Apple are putting the variable aperture on the wrong camera We've heard rumors that Samsung and Apple could offer variable aperture main cameras, but I'd like to see this tech on a different camera.",samsung and apple are putting the variable aperture on the wrong camera weve heard rumors that samsung and apple could offer variable aperture main cameras but id like to see this tech on a different camera,samsung apple putting variable aperture wrong camera weve heard rumors samsung apple could offer variable aperture main cameras id like see tech different camera,0.083,0.052,0.865,0.296,Positive
AAPL,Github.com,Show HN: SergioAI – Trello bot with Claude that reviews PRDs and opens draft PRs,"I built an open-source bot that turns Trello cards into working code using Claude Code.Drop a task card in a list → Sergio picks it up, explores your codebase, and posts an implementation plan as a comment. Add feedback, move the card back, and iterate. When …",2026-02-22,https://github.com/Belfio/sergio,"Show HN: SergioAI – Trello bot with Claude that reviews PRDs and opens draft PRs I built an open-source bot that turns Trello cards into working code using Claude Code.Drop a task card in a list → Sergio picks it up, explores your codebase, and posts an implementation plan as a comment. Add feedback, move the card back, and iterate. When …",show hn sergioai trello bot with claude that reviews prds and opens draft prs i built an opensource bot that turns trello cards into working code using claude codedrop a task card in a list sergio picks it up explores your codebase and posts an implementation plan as a comment add feedback move the card back and iterate when,show hn sergioai trello bot claude reviews prds opens draft prs built opensource bot turns trello cards working code using claude codedrop task card list sergio picks explores codebase posts implementation plan comment add feedback move card back iterate,0.0,0.0,1.0,0.0,Neutral
AAPL,Science Daily,Pecans found to improve cholesterol and boost heart health,"A sweeping new scientific review suggests that pecans — America’s native nut — may pack more heart power than many people realize. After analyzing over 20 years of research, scientists found consistent evidence that eating pecans can improve key markers of ca…",2026-02-22,https://www.sciencedaily.com/releases/2026/02/260221000317.htm,"Pecans found to improve cholesterol and boost heart health A sweeping new scientific review suggests that pecans — America’s native nut — may pack more heart power than many people realize. After analyzing over 20 years of research, scientists found consistent evidence that eating pecans can improve key markers of ca…",pecans found to improve cholesterol and boost heart health a sweeping new scientific review suggests that pecans americas native nut may pack more heart power than many people realize after analyzing over 20 years of research scientists found consistent evidence that eating pecans can improve key markers of ca,pecans found improve cholesterol boost heart health sweeping new scientific review suggests pecans americas native nut may pack heart power many people realize analyzing 20 years research scientists found consistent evidence eating pecans improve key markers ca,0.281,0.0,0.719,0.9531,Positive
AAPL,9to5Mac,"Apple testing new ‘deep red’ color for iPhone 18 Pro, no ‘fun colors’ for iPhone Fold: report","iPhone 18 Pro is still well over half a year away. Nonetheless, we have some interesting new color rumors for the upcoming new iPhone model, and Apple may finally be doing something users have wanted for ages – a red ‘Pro’ iPhone. iPhone Fold, on the other ha…",2026-02-22,https://9to5mac.com/2026/02/22/iphone-18-pro-rumored-to-come-in-new-red-color-iphone-fold-details/,"Apple testing new ‘deep red’ color for iPhone 18 Pro, no ‘fun colors’ for iPhone Fold: report iPhone 18 Pro is still well over half a year away. Nonetheless, we have some interesting new color rumors for the upcoming new iPhone model, and Apple may finally be doing something users have wanted for ages – a red ‘Pro’ iPhone. iPhone Fold, on the other ha…",apple testing new deep red color for iphone 18 pro no fun colors for iphone fold report iphone 18 pro is still well over half a year away nonetheless we have some interesting new color rumors for the upcoming new iphone model and apple may finally be doing something users have wanted for ages a red pro iphone iphone fold on the other ha,apple testing new deep red color iphone 18 pro fun colors iphone fold report iphone 18 pro still well half year away nonetheless interesting new color rumors upcoming new iphone model apple may finally something users wanted ages red pro iphone iphone fold ha,0.103,0.039,0.858,0.542,Positive
AAPL,Smokingmusket.com,WVU held TCU to 60 points and 34% shooting — and still lost. Josh breaks down the offensive drought and why the Frog Court Curse continues on Unreasonable Doubt.,"WVU defended well enough to win in Fort Worth, but two points in the final five and a half minutes doomed the Mountaineers in a 60–54 loss to TCU. Josh unpacks the late-game offense, turnover issues, rebounding gap, and the bigger scoring problem that keeps s…",2026-02-22,https://www.smokingmusket.com/unreasonable-doubt/40200/wvu-unreasonable-doubt-tcu-loss,"WVU held TCU to 60 points and 34% shooting — and still lost. Josh breaks down the offensive drought and why the Frog Court Curse continues on Unreasonable Doubt. WVU defended well enough to win in Fort Worth, but two points in the final five and a half minutes doomed the Mountaineers in a 60–54 loss to TCU. Josh unpacks the late-game offense, turnover issues, rebounding gap, and the bigger scoring problem that keeps s…",wvu held tcu to 60 points and 34 shooting and still lost josh breaks down the offensive drought and why the frog court curse continues on unreasonable doubt wvu defended well enough to win in fort worth but two points in the final five and a half minutes doomed the mountaineers in a 6054 loss to tcu josh unpacks the lategame offense turnover issues rebounding gap and the bigger scoring problem that keeps s,wvu held tcu 60 points 34 shooting still lost josh breaks offensive drought frog court curse continues unreasonable doubt wvu defended well enough win fort worth two points final five half minutes doomed mountaineers 6054 loss tcu josh unpacks lategame offense turnover issues rebounding gap bigger scoring problem keeps,0.06,0.239,0.701,-0.9437,Negative
AAPL,9to5Mac,Report: Apple to launch ‘at least five products’ leading into March 4 event,"Last week, Apple announced a special Apple experience in various cities around the globe – taking place on March 4th. While this is unlikely to be a traditional Apple event, theres still ‘at least’ five new products set to launch at this event, per Bloomberg.…",2026-02-22,https://9to5mac.com/2026/02/22/apple-launching-at-least-five-products-next-week-with-march-4-event-report/,"Report: Apple to launch ‘at least five products’ leading into March 4 event Last week, Apple announced a special Apple experience in various cities around the globe – taking place on March 4th. While this is unlikely to be a traditional Apple event, theres still ‘at least’ five new products set to launch at this event, per Bloomberg.…",report apple to launch at least five products leading into march 4 event last week apple announced a special apple experience in various cities around the globe taking place on march 4th while this is unlikely to be a traditional apple event theres still at least five new products set to launch at this event per bloomberg,report apple launch least five products leading march 4 event last week apple announced special apple experience various cities around globe taking place march 4th unlikely traditional apple event theres still least five new products set launch event per bloomberg,0.046,0.0,0.954,0.4019,Positive
AAPL,Dealnews.com,Phone Case Clearance Deals at Woot: Up to 92% off + free shipping,"Get deals on a selection of clearance phone cases for both Android and Apple phones, with most priced at $5. We've pictured the Flaunt Official Square Protective Case for iPhone Air for $5 ($55 off). Shop Now at Woot! An Amazon Company",2026-02-22,https://www.dealnews.com/Phone-Case-Clearance-Deals-at-Woot-Up-to-92-off-free-shipping/21811825.html,"Phone Case Clearance Deals at Woot: Up to 92% off + free shipping Get deals on a selection of clearance phone cases for both Android and Apple phones, with most priced at $5. We've pictured the Flaunt Official Square Protective Case for iPhone Air for $5 ($55 off). Shop Now at Woot! An Amazon Company",phone case clearance deals at woot up to 92 off free shipping get deals on a selection of clearance phone cases for both android and apple phones with most priced at 5 weve pictured the flaunt official square protective case for iphone air for 5 55 off shop now at woot an amazon company,phone case clearance deals woot 92 free shipping get deals selection clearance phone cases android apple phones priced 5 weve pictured flaunt official square protective case iphone air 5 55 shop woot amazon company,0.175,0.0,0.825,0.8625,Positive
AAPL,Dealnews.com,"Amazon Basics 3""x3"" 100-Sheet Sticky Notes 5-Pack for $3 + free shipping w/ Prime",That's half of what you'd pay at Amazon. Buy Now at Woot! An Amazon Company,2026-02-22,https://www.dealnews.com/Amazon-Basics-3-x3-100-Sheet-Sticky-Notes-5-Pack-for-3-free-shipping-w-Prime/21811824.html,"Amazon Basics 3""x3"" 100-Sheet Sticky Notes 5-Pack for $3 + free shipping w/ Prime That's half of what you'd pay at Amazon. Buy Now at Woot! An Amazon Company",amazon basics 3x3 100sheet sticky notes 5pack for 3 free shipping w prime thats half of what youd pay at amazon buy now at woot an amazon company,amazon basics 3x3 100sheet sticky notes 5pack 3 free shipping w prime thats half youd pay amazon buy woot amazon company,0.324,0.04,0.636,0.8316,Positive
AAPL,9to5Toys,Amazon has Black/Natural Apple Watch Ultra 2 at $360 off the orig. price (Renewed Premium),"Amazon is now offering a few originally $799 Apple Watch Ultra 2 configs down at$439 shipped right now – Natural Titanium with blue Ocean Band, Natural Titanium with white Ocean Band, and the Black Titanium model with the Black Ocean Band. You’re looking at A…",2026-02-22,http://9to5toys.com/2026/02/22/amazon-apple-watch-ultra-2-deals/,"Amazon has Black/Natural Apple Watch Ultra 2 at $360 off the orig. price (Renewed Premium) Amazon is now offering a few originally $799 Apple Watch Ultra 2 configs down at$439 shipped right now – Natural Titanium with blue Ocean Band, Natural Titanium with white Ocean Band, and the Black Titanium model with the Black Ocean Band. You’re looking at A…",amazon has blacknatural apple watch ultra 2 at 360 off the orig price renewed premium amazon is now offering a few originally 799 apple watch ultra 2 configs down at439 shipped right now natural titanium with blue ocean band natural titanium with white ocean band and the black titanium model with the black ocean band youre looking at a,amazon blacknatural apple watch ultra 2 360 orig price renewed premium amazon offering originally 799 apple watch ultra 2 configs at439 shipped right natural titanium blue ocean band natural titanium white ocean band black titanium model black ocean band youre looking,0.132,0.0,0.868,0.7506,Positive
